ID d'incident,Timestamp,Type d'incident,Description,Severité,Statut,Responsable
2742,2023-05-22,Mise à jour échouée,accès suspects ont été détectés,Faible,Ouvert,Equipe Sécurité
2743,2023-08-28,Panne matérielle,connexion intermittente détectée,Critique,En cours,Equipe Sécurité
2744,2023-08-25,Panne matérielle,serveur web est surchargé,Élevée,Résolu,Equipe Systèmes
2745,2023-04-29,Panne matérielle,impossible dappliquer mise jour sécurité,Critique,En cours,Equipe Sécurité
2746,2023-05-07,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Support
2747,2023-08-05,Surcharge,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Systèmes
2748,2023-07-25,Intrusion,disque dur est tombé panne,Élevée,Ouvert,Equipe Support
2749,2023-01-06,Surcharge,échec mise jour logiciel,Élevée,Ouvert,Equipe Systèmes
2750,2023-02-27,Intrusion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Sécurité
2751,2023-10-16,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Systèmes
2752,2023-11-18,Problème de connexion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Sécurité
2753,2023-12-24,Problème de connexion,capacité bande passante dépassée,Élevée,Résolu,Equipe Sécurité
2754,2023-02-03,Surcharge,mise jour firmware a échoué,Faible,Ouvert,Equipe Sécurité
2755,2023-03-25,Problème de connexion,serveur web est surchargé,Faible,Ouvert,Equipe Sécurité
2756,2023-08-04,Problème de connexion,base données est sous forte charge,Critique,En cours,Equipe Systèmes
2757,2023-02-27,Mise à jour échouée,connexion au vpn a échoué,Élevée,Résolu,Equipe Réseau
2758,2023-06-13,Panne matérielle,connexion au vpn a échoué,Moyenne,Résolu,Equipe Support
2759,2023-11-22,Intrusion,connexion intermittente détectée,Élevée,Ouvert,Equipe Réseau
2760,2023-09-30,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Ouvert,Equipe Systèmes
2761,2023-01-04,Panne matérielle,connexion intermittente détectée,Faible,En cours,Equipe Systèmes
2762,2023-12-28,Mise à jour échouée,serveur principal a cessé fonctionner,Élevée,En cours,Equipe Sécurité
2763,2023-07-09,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Support
2764,2023-04-25,Intrusion,carte réseau ne répond plus,Critique,Ouvert,Equipe Systèmes
2765,2023-04-22,Surcharge,base données est sous forte charge,Faible,Ouvert,Equipe Systèmes
2766,2023-06-20,Surcharge,carte réseau ne répond plus,Moyenne,Résolu,Equipe Sécurité
2767,2023-08-08,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,En cours,Equipe Réseau
2768,2023-03-02,Panne matérielle,carte réseau ne répond plus,Critique,Ouvert,Equipe Systèmes
2769,2023-08-04,Panne matérielle,échec mise jour logiciel,Élevée,Résolu,Equipe Réseau
2770,2023-08-30,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,En cours,Equipe Sécurité
2771,2023-02-04,Mise à jour échouée,serveur web est surchargé,Moyenne,En cours,Equipe Systèmes
2772,2023-12-05,Surcharge,serveur web est surchargé,Critique,En cours,Equipe Systèmes
2773,2023-11-21,Panne matérielle,carte réseau ne répond plus,Critique,En cours,Equipe Réseau
2774,2023-09-16,Surcharge,accès suspects ont été détectés,Élevée,Résolu,Equipe Systèmes
2775,2023-10-08,Panne matérielle,connexion intermittente détectée,Élevée,Ouvert,Equipe Systèmes
2776,2023-10-13,Problème de connexion,connexion intermittente détectée,Élevée,Résolu,Equipe Sécurité
2777,2023-02-26,Surcharge,accès suspects ont été détectés,Moyenne,Ouvert,Equipe Systèmes
2778,2023-01-26,Panne matérielle,connexion intermittente détectée,Élevée,En cours,Equipe Sécurité
2779,2023-03-19,Mise à jour échouée,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Systèmes
2780,2023-02-28,Problème de connexion,serveur principal a cessé fonctionner,Moyenne,Ouvert,Equipe Support
2781,2023-03-07,Mise à jour échouée,disque dur est tombé panne,Élevée,En cours,Equipe Réseau
2782,2023-07-12,Intrusion,connexion intermittente détectée,Critique,Résolu,Equipe Support
2783,2023-02-14,Problème de connexion,base données est sous forte charge,Faible,En cours,Equipe Systèmes
2784,2023-09-14,Problème de connexion,serveur web est surchargé,Faible,En cours,Equipe Réseau
2785,2023-10-20,Panne matérielle,échec mise jour logiciel,Élevée,Ouvert,Equipe Systèmes
2786,2023-11-18,Problème de connexion,échec mise jour logiciel,Moyenne,Ouvert,Equipe Sécurité
2787,2023-07-01,Surcharge,mise jour firmware a échoué,Critique,Résolu,Equipe Support
2788,2023-09-26,Mise à jour échouée,accès suspects ont été détectés,Élevée,Résolu,Equipe Systèmes
2789,2023-11-07,Surcharge,serveur web est surchargé,Faible,Ouvert,Equipe Réseau
2790,2023-09-06,Panne matérielle,malware a été trouvé sur serveur,Critique,Résolu,Equipe Sécurité
2791,2023-05-30,Panne matérielle,accès suspects ont été détectés,Faible,Résolu,Equipe Réseau
2792,2023-05-01,Intrusion,serveur principal a cessé fonctionner,Critique,En cours,Equipe Sécurité
2793,2023-08-11,Mise à jour échouée,impossible daccéder internet,Critique,Résolu,Equipe Support
2794,2023-07-06,Mise à jour échouée,impossible daccéder internet,Moyenne,Résolu,Equipe Sécurité
2795,2023-01-31,Problème de connexion,tentative connexion non autorisée détectée,Moyenne,Ouvert,Equipe Réseau
2796,2023-11-13,Intrusion,disque dur est tombé panne,Élevée,En cours,Equipe Réseau
2797,2023-05-15,Intrusion,capacité bande passante dépassée,Critique,Résolu,Equipe Systèmes
2798,2023-08-11,Mise à jour échouée,disque dur est tombé panne,Moyenne,Résolu,Equipe Support
2799,2023-10-23,Surcharge,connexion intermittente détectée,Élevée,Ouvert,Equipe Sécurité
2800,2023-02-02,Surcharge,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Support
2801,2023-02-16,Mise à jour échouée,capacité bande passante dépassée,Critique,En cours,Equipe Systèmes
2802,2023-06-11,Surcharge,serveur web est surchargé,Moyenne,Ouvert,Equipe Support
2803,2023-06-29,Surcharge,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Sécurité
2804,2023-11-27,Intrusion,échec mise jour logiciel,Élevée,En cours,Equipe Systèmes
2805,2023-05-07,Intrusion,disque dur est tombé panne,Critique,Résolu,Equipe Sécurité
2806,2023-05-01,Problème de connexion,malware a été trouvé sur serveur,Moyenne,En cours,Equipe Systèmes
2807,2023-01-16,Problème de connexion,carte réseau ne répond plus,Élevée,Résolu,Equipe Sécurité
2808,2023-02-08,Problème de connexion,accès suspects ont été détectés,Critique,En cours,Equipe Sécurité
2809,2023-01-09,Surcharge,capacité bande passante dépassée,Critique,Ouvert,Equipe Systèmes
2810,2023-07-09,Mise à jour échouée,carte réseau ne répond plus,Faible,Résolu,Equipe Réseau
2811,2023-03-09,Problème de connexion,impossible daccéder internet,Élevée,Résolu,Equipe Sécurité
2812,2023-02-02,Surcharge,connexion intermittente détectée,Élevée,Résolu,Equipe Sécurité
2813,2023-11-26,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Support
2814,2023-06-05,Panne matérielle,connexion au vpn a échoué,Moyenne,En cours,Equipe Réseau
2815,2023-09-22,Panne matérielle,connexion intermittente détectée,Moyenne,Ouvert,Equipe Support
2816,2023-03-16,Problème de connexion,disque dur est tombé panne,Critique,Ouvert,Equipe Systèmes
2817,2023-12-24,Intrusion,impossible dappliquer mise jour sécurité,Moyenne,Résolu,Equipe Réseau
2818,2023-02-18,Problème de connexion,impossible daccéder internet,Critique,Résolu,Equipe Réseau
2819,2023-01-01,Intrusion,disque dur est tombé panne,Faible,En cours,Equipe Réseau
2820,2023-11-18,Panne matérielle,mise jour firmware a échoué,Élevée,Ouvert,Equipe Systèmes
2821,2023-08-22,Mise à jour échouée,accès suspects ont été détectés,Élevée,Ouvert,Equipe Systèmes
2822,2023-07-26,Problème de connexion,échec mise jour logiciel,Moyenne,En cours,Equipe Systèmes
2823,2023-05-08,Problème de connexion,impossible dappliquer mise jour sécurité,Moyenne,Ouvert,Equipe Réseau
2824,2023-11-02,Intrusion,disque dur est tombé panne,Élevée,Résolu,Equipe Sécurité
2825,2023-01-11,Problème de connexion,base données est sous forte charge,Moyenne,Résolu,Equipe Support
2826,2023-11-15,Surcharge,serveur web est surchargé,Moyenne,En cours,Equipe Support
2827,2023-06-16,Panne matérielle,base données est sous forte charge,Élevée,Résolu,Equipe Réseau
2828,2023-02-01,Intrusion,connexion au vpn a échoué,Critique,En cours,Equipe Réseau
2829,2023-05-13,Problème de connexion,accès suspects ont été détectés,Élevée,Résolu,Equipe Systèmes
2830,2023-08-16,Intrusion,connexion intermittente détectée,Moyenne,Ouvert,Equipe Réseau
2831,2023-06-25,Mise à jour échouée,disque dur est tombé panne,Faible,Ouvert,Equipe Systèmes
2832,2023-10-12,Problème de connexion,serveur web est surchargé,Élevée,Ouvert,Equipe Réseau
2833,2023-02-27,Intrusion,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Réseau
2834,2023-11-06,Problème de connexion,serveur web est surchargé,Moyenne,Résolu,Equipe Support
2835,2023-08-27,Mise à jour échouée,serveur web est surchargé,Élevée,Ouvert,Equipe Support
2836,2023-12-19,Panne matérielle,capacité bande passante dépassée,Faible,Résolu,Equipe Sécurité
2837,2023-09-29,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Sécurité
2838,2023-01-10,Surcharge,connexion au vpn a échoué,Faible,En cours,Equipe Systèmes
2839,2023-03-23,Surcharge,serveur web est surchargé,Faible,Résolu,Equipe Sécurité
2840,2023-08-11,Intrusion,échec mise jour logiciel,Élevée,Ouvert,Equipe Support
2841,2023-03-22,Problème de connexion,disque dur est tombé panne,Élevée,Ouvert,Equipe Sécurité
2842,2023-06-21,Mise à jour échouée,mise jour firmware a échoué,Faible,Résolu,Equipe Réseau
2843,2023-05-13,Mise à jour échouée,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Support
2844,2023-08-23,Mise à jour échouée,capacité bande passante dépassée,Critique,En cours,Equipe Réseau
2845,2023-06-17,Panne matérielle,impossible daccéder internet,Critique,Résolu,Equipe Systèmes
2846,2023-07-05,Surcharge,disque dur est tombé panne,Faible,Ouvert,Equipe Réseau
2847,2023-04-29,Mise à jour échouée,connexion intermittente détectée,Moyenne,En cours,Equipe Systèmes
2848,2023-09-19,Intrusion,base données est sous forte charge,Élevée,En cours,Equipe Support
2849,2023-06-14,Panne matérielle,capacité bande passante dépassée,Faible,Résolu,Equipe Réseau
2850,2023-01-15,Intrusion,base données est sous forte charge,Faible,Ouvert,Equipe Systèmes
2851,2023-06-14,Intrusion,serveur web est surchargé,Faible,Résolu,Equipe Systèmes
2852,2023-03-30,Surcharge,capacité bande passante dépassée,Faible,Résolu,Equipe Réseau
2853,2023-03-01,Mise à jour échouée,malware a été trouvé sur serveur,Faible,Résolu,Equipe Support
2854,2023-07-29,Surcharge,tentative connexion non autorisée détectée,Moyenne,Résolu,Equipe Sécurité
2855,2023-08-14,Surcharge,disque dur est tombé panne,Élevée,En cours,Equipe Support
2856,2023-08-06,Intrusion,malware a été trouvé sur serveur,Faible,Résolu,Equipe Systèmes
2857,2023-05-29,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Résolu,Equipe Sécurité
2858,2023-11-07,Panne matérielle,impossible dappliquer mise jour sécurité,Moyenne,En cours,Equipe Systèmes
2859,2023-06-21,Surcharge,impossible daccéder internet,Critique,Résolu,Equipe Réseau
2860,2023-03-06,Intrusion,impossible daccéder internet,Faible,Résolu,Equipe Sécurité
2861,2023-12-30,Intrusion,serveur web est surchargé,Faible,Résolu,Equipe Réseau
2862,2023-10-30,Surcharge,mise jour firmware a échoué,Moyenne,Résolu,Equipe Support
2863,2023-10-21,Intrusion,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Réseau
2864,2023-05-01,Intrusion,base données est sous forte charge,Moyenne,En cours,Equipe Sécurité
2865,2023-08-07,Panne matérielle,tentative connexion non autorisée détectée,Faible,Résolu,Equipe Sécurité
2866,2023-11-18,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,Ouvert,Equipe Sécurité
2867,2023-10-08,Mise à jour échouée,impossible dappliquer mise jour sécurité,Faible,Résolu,Equipe Systèmes
2868,2023-09-15,Mise à jour échouée,serveur principal a cessé fonctionner,Critique,Ouvert,Equipe Sécurité
2869,2023-04-30,Intrusion,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Sécurité
2870,2023-07-20,Panne matérielle,disque dur est tombé panne,Critique,Ouvert,Equipe Systèmes
2871,2023-06-05,Problème de connexion,impossible dappliquer mise jour sécurité,Faible,En cours,Equipe Systèmes
2872,2023-04-02,Mise à jour échouée,base données est sous forte charge,Faible,En cours,Equipe Support
2873,2023-07-16,Panne matérielle,serveur principal a cessé fonctionner,Moyenne,Résolu,Equipe Support
2874,2023-10-19,Surcharge,base données est sous forte charge,Critique,Ouvert,Equipe Réseau
2875,2023-01-14,Problème de connexion,connexion au vpn a échoué,Élevée,Ouvert,Equipe Support
2876,2023-09-29,Mise à jour échouée,connexion intermittente détectée,Critique,Résolu,Equipe Sécurité
2877,2023-05-03,Problème de connexion,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Réseau
2878,2023-07-03,Intrusion,carte réseau ne répond plus,Moyenne,En cours,Equipe Systèmes
2879,2023-05-29,Problème de connexion,impossible dappliquer mise jour sécurité,Critique,Résolu,Equipe Systèmes
2880,2023-08-20,Mise à jour échouée,impossible dappliquer mise jour sécurité,Élevée,Ouvert,Equipe Systèmes
2881,2023-08-02,Mise à jour échouée,mise jour firmware a échoué,Faible,Résolu,Equipe Systèmes
2882,2023-09-30,Mise à jour échouée,base données est sous forte charge,Critique,Ouvert,Equipe Sécurité
2883,2023-03-29,Problème de connexion,mise jour firmware a échoué,Critique,Résolu,Equipe Sécurité
2884,2023-05-25,Problème de connexion,capacité bande passante dépassée,Critique,Ouvert,Equipe Support
2885,2023-01-25,Problème de connexion,tentative connexion non autorisée détectée,Critique,En cours,Equipe Support
2886,2023-06-11,Panne matérielle,malware a été trouvé sur serveur,Critique,Ouvert,Equipe Réseau
2887,2023-10-02,Surcharge,connexion au vpn a échoué,Élevée,Résolu,Equipe Support
2888,2023-10-26,Surcharge,connexion intermittente détectée,Critique,Ouvert,Equipe Support
2889,2023-12-20,Panne matérielle,tentative connexion non autorisée détectée,Critique,Ouvert,Equipe Sécurité
2890,2023-06-27,Panne matérielle,capacité bande passante dépassée,Moyenne,Résolu,Equipe Sécurité
2891,2023-02-21,Surcharge,capacité bande passante dépassée,Moyenne,Ouvert,Equipe Support
2892,2023-11-02,Intrusion,tentative connexion non autorisée détectée,Élevée,En cours,Equipe Réseau
2893,2023-01-03,Mise à jour échouée,carte réseau ne répond plus,Faible,Résolu,Equipe Systèmes
2894,2023-05-05,Problème de connexion,impossible daccéder internet,Élevée,En cours,Equipe Systèmes
2895,2023-11-12,Panne matérielle,connexion intermittente détectée,Moyenne,En cours,Equipe Réseau
2896,2023-01-13,Intrusion,base données est sous forte charge,Critique,Ouvert,Equipe Support
2897,2023-05-12,Problème de connexion,mise jour firmware a échoué,Élevée,Ouvert,Equipe Support
2898,2023-06-19,Panne matérielle,serveur principal a cessé fonctionner,Faible,Ouvert,Equipe Réseau
2899,2023-03-23,Problème de connexion,capacité bande passante dépassée,Élevée,En cours,Equipe Systèmes
2900,2023-09-30,Problème de connexion,disque dur est tombé panne,Élevée,Résolu,Equipe Sécurité
2901,2023-03-06,Mise à jour échouée,impossible dappliquer mise jour sécurité,Critique,Ouvert,Equipe Systèmes
2902,2023-09-02,Intrusion,malware a été trouvé sur serveur,Faible,En cours,Equipe Réseau
2903,2023-06-13,Mise à jour échouée,impossible daccéder internet,Élevée,Ouvert,Equipe Support
2904,2023-04-29,Mise à jour échouée,tentative connexion non autorisée détectée,Élevée,Résolu,Equipe Support
2905,2023-04-01,Mise à jour échouée,impossible daccéder internet,Élevée,Résolu,Equipe Réseau
2906,2023-01-29,Panne matérielle,connexion au vpn a échoué,Élevée,Résolu,Equipe Systèmes
2907,2023-01-05,Mise à jour échouée,malware a été trouvé sur serveur,Élevée,Résolu,Equipe Systèmes
2908,2023-06-09,Panne matérielle,mise jour firmware a échoué,Moyenne,Résolu,Equipe Support
